Store,Date,DayOfWeek,Sales,Customers,Promo,POST_Promo,POST_Customers,POST_Sales
1115,2014-02-19,3,6977.0,440,1,1,681,6527
1,2014-02-12,3,3662.0,508,0,0,647,4797
2,2014-02-12,3,4848.0,654,0,0,586,3670
3,2014-02-12,3,5675.0,710,0,0,1063,6770
4,2014-02-12,3,8244.0,1214,0,0,832,7100
5,2014-02-12,3,4475.0,604,0,0,564,4646
6,2014-02-12,3,4605.0,569,0,0,855,5169
7,2014-02-12,3,6626.0,820,0,0,1575,8771
8,2014-02-12,3,4076.0,552,0,0,1796,5628
9,2014-02-12,3,5070.0,499,0,0,830,5076
10,2014-02-12,3,4723.0,578,0,0,544,4347
11,2014-02-12,3,6948.0,1140,0,0,361,4481
12,2014-02-12,3,5842.0,825,0,0,791,5648
13,2014-02-12,3,2826.0,267,0,0,455,3999
14,2014-02-12,3,4690.0,598,0,0,682,4709
15,2014-02-12,3,4613.0,555,0,0,1378,9925
16,2014-02-12,3,7117.0,941,0,0,987,4077
17,2014-02-12,3,5041.0,765,0,0,526,4943
18,2014-02-12,3,5350.0,676,0,0,872,5317
19,2014-02-12,3,5068.0,565,0,0,454,5610
20,2014-02-12,3,6413.0,851,0,0,646,6230
21,2014-02-12,3,3542.0,400,0,0,653,5149
22,2014-02-12,3,2954.0,428,0,0,785,5247
23,2014-02-12,3,3902.0,370,0,0,664,5690
24,2014-02-12,3,7490.0,756,0,0,589,7318
26,2014-02-12,3,3962.0,402,0,0,672,5495
27,2014-02-12,3,7376.0,979,0,0,826,7744
28,2014-02-12,3,4273.0,540,0,0,554,4003
29,2014-02-12,3,5526.0,577,0,0,410,5394
30,2014-02-12,3,4893.0,759,0,0,983,5860
31,2014-02-12,3,4293.0,492,0,0,515,4104
32,2014-02-12,3,3168.0,428,0,0,1005,2643
33,2014-02-12,3,6289.0,737,0,0,456,7879
34,2014-02-12,3,6053.0,918,0,0,1078,6660
35,2014-02-12,3,6339.0,597,0,0,1077,6149
36,2014-02-12,3,7083.0,931,0,0,194,3358
37,2014-02-12,3,4571.0,560,0,0,919,5643
38,2014-02-12,3,4109.0,409,0,0,502,4506
39,2014-02-12,3,3942.0,582,0,0,517,3428
40,2014-02-12,3,3807.0,550,0,0,1032,5645
41,2014-02-12,3,4086.0,316,0,0,650,4516
42,2014-02-12,3,9347.0,1167,0,0,1022,7825
43,2014-02-12,3,5690.0,580,0,0,2252,7179
44,2014-02-12,3,4358.0,571,0,0,357,4162
45,2014-02-12,3,3577.0,333,0,0,490,4205
46,2014-02-12,3,3324.0,507,0,0,679,4617
47,2014-02-12,3,6264.0,934,0,0,643,5542
48,2014-02-12,3,4286.0,502,0,0,341,3119
49,2014-02-12,3,4732.0,403,0,0,630,4941
50,2014-02-12,3,2808.0,267,0,0,300,3994
51,2014-02-12,3,4875.0,394,0,0,748,5400
52,2014-02-12,3,5952.0,427,0,0,545,5810
53,2014-02-12,3,4493.0,533,0,0,1411,5541
54,2014-02-12,3,5352.0,582,0,0,893,6515
55,2014-02-12,3,3721.0,512,0,0,524,4260
56,2014-02-12,3,4617.0,371,0,0,815,5012
57,2014-02-12,3,9166.0,924,0,0,698,8970
58,2014-02-12,3,4185.0,407,0,0,528,4043
59,2014-02-12,3,4727.0,513,0,0,666,6141
60,2014-02-12,3,7280.0,761,0,0,520,6885
61,2014-02-12,3,4153.0,537,0,0,479,3544
62,2014-02-12,3,5682.0,689,0,0,538,4290
63,2014-02-12,3,5444.0,572,0,0,372,4079
64,2014-02-12,3,7364.0,602,0,0,416,3799
65,2014-02-12,3,3937.0,385,0,0,473,3866
66,2014-02-12,3,4476.0,416,0,0,285,3652
67,2014-02-12,3,6378.0,770,0,0,394,6313
68,2014-02-12,3,6566.0,1102,0,0,313,5188
69,2014-02-12,3,7459.0,965,0,0,1183,7534
70,2014-02-12,3,4955.0,594,0,0,455,4151
71,2014-02-12,3,7046.0,668,0,0,434,5472
72,2014-02-12,3,3090.0,381,0,0,598,4585
73,2014-02-12,3,3799.0,491,0,0,431,3967
74,2014-02-12,3,5097.0,800,0,0,511,4219
75,2014-02-12,3,4222.0,521,0,0,462,3682
76,2014-02-12,3,6715.0,785,0,0,603,6699
77,2014-02-12,3,5169.0,500,0,0,369,5991
78,2014-02-12,3,2627.0,432,0,0,549,3509
79,2014-02-12,3,3386.0,458,0,0,734,5691
80,2014-02-12,3,4933.0,435,0,0,501,6020
81,2014-02-12,3,5919.0,513,0,0,666,3968
82,2014-02-12,3,7078.0,763,0,0,662,6474
83,2014-02-12,3,2873.0,306,0,0,538,3396
84,2014-02-12,3,11555.0,1481,0,0,850,8627
85,2014-02-12,3,5040.0,767,0,0,1527,6577
86,2014-02-12,3,3545.0,548,0,0,426,3376
87,2014-02-12,3,5170.0,769,0,0,1200,8710
88,2014-02-12,3,4992.0,609,0,0,437,4148
89,2014-02-12,3,5160.0,586,0,0,476,4486
90,2014-02-12,3,7086.0,989,0,0,1059,7350
91,2014-02-12,3,5566.0,707,0,0,770,5479
92,2014-02-12,3,4042.0,435,0,0,688,4810
93,2014-02-12,3,4773.0,571,0,0,514,4521
94,2014-02-12,3,5209.0,557,0,0,1177,7090
95,2014-02-12,3,6629.0,815,0,0,464,4720
96,2014-02-12,3,4509.0,569,0,0,1014,6181
97,2014-02-12,3,4897.0,579,0,0,386,4232
98,2014-02-12,3,3585.0,349,0,0,650,4211
99,2014-02-12,3,3801.0,391,0,0,366,3242
100,2014-02-12,3,5986.0,562,0,0,524,5416
101,2014-02-12,3,5415.0,672,0,0,847,6179
102,2014-02-12,3,5343.0,894,0,0,416,4259
103,2014-02-12,3,3464.0,362,0,0,1064,3928
104,2014-02-12,3,8343.0,1182,0,0,419,3856
105,2014-02-12,3,3590.0,535,0,0,533,4180
106,2014-02-12,3,8254.0,844,0,0,294,3450
107,2014-02-12,3,5992.0,881,0,0,2031,8188
108,2014-02-12,3,8510.0,694,0,0,1021,8196
109,2014-02-12,3,5451.0,683,0,0,961,5439
110,2014-02-12,3,3675.0,561,0,0,601,3789
111,2014-02-12,3,4376.0,434,0,0,631,4769
112,2014-02-12,3,5241.0,745,0,0,847,5815
113,2014-02-12,3,6196.0,641,0,0,1118,6748
114,2014-02-12,3,4085.0,533,0,0,208,1552
115,2014-02-12,3,5355.0,448,0,0,457,5548
116,2014-02-12,3,6044.0,703,0,0,422,5041
117,2014-02-12,3,2840.0,461,0,0,473,3594
118,2014-02-12,3,5503.0,504,0,0,875,6475
119,2014-02-12,3,5024.0,653,0,0,385,5071
120,2014-02-12,3,5372.0,533,0,0,956,5755
121,2014-02-12,3,3355.0,455,0,0,777,4559
122,2014-02-12,3,4637.0,598,0,0,586,6299
123,2014-02-12,3,7333.0,912,0,0,600,6078
124,2014-02-12,3,3787.0,496,0,0,563,3838
125,2014-02-12,3,10275.0,1515,0,0,971,9126
126,2014-02-12,3,5020.0,484,0,0,725,5851
127,2014-02-12,3,3862.0,544,0,0,458,4972
128,2014-02-12,3,6032.0,548,0,0,890,6320
129,2014-02-12,3,7377.0,976,0,0,724,6737
130,2014-02-12,3,4656.0,560,0,0,650,5217
131,2014-02-12,3,4239.0,517,0,0,756,5106
132,2014-02-12,3,5067.0,502,0,0,405,4734
133,2014-02-12,3,4776.0,695,0,0,1075,4946
134,2014-02-12,3,4382.0,478,0,0,437,3699
135,2014-02-12,3,4258.0,464,0,0,651,4375
136,2014-02-12,3,4991.0,415,0,0,502,5204
137,2014-02-12,3,6329.0,850,0,0,542,5725
138,2014-02-12,3,6070.0,652,0,0,550,5224
139,2014-02-12,3,5321.0,467,0,0,942,5701
140,2014-02-12,3,6553.0,970,0,0,548,6176
141,2014-02-12,3,4071.0,559,0,0,956,6063
142,2014-02-12,3,4130.0,552,0,0,1145,6461
143,2014-02-12,3,4595.0,464,0,0,383,3622
144,2014-02-12,3,5957.0,613,0,0,492,4886
145,2014-02-12,3,5842.0,965,0,0,454,4619
146,2014-02-12,3,5795.0,635,0,0,475,5366
147,2014-02-12,3,6653.0,774,0,0,947,7187
148,2014-02-12,3,6931.0,755,0,0,720,7092
149,2014-02-12,3,4056.0,403,0,0,316,4200
150,2014-02-12,3,5938.0,663,0,0,461,5042
151,2014-02-12,3,5983.0,625,0,0,1123,6063
152,2014-02-12,3,4487.0,585,0,0,512,4056
153,2014-02-12,3,5785.0,604,0,0,610,5910
154,2014-02-12,3,6289.0,608,0,0,646,6276
155,2014-02-12,3,4928.0,562,0,0,712,4712
156,2014-02-12,3,5328.0,609,0,0,670,5598
157,2014-02-12,3,8212.0,952,0,0,966,8343
158,2014-02-12,3,7226.0,487,0,0,387,5031
159,2014-02-12,3,5208.0,535,0,0,604,6179
160,2014-02-12,3,3725.0,440,0,0,615,4193
161,2014-02-12,3,6210.0,764,0,0,386,4783
162,2014-02-12,3,4626.0,386,0,0,798,5595
163,2014-02-12,3,6309.0,837,0,0,501,4843
164,2014-02-12,3,4456.0,542,0,0,436,4608
165,2014-02-12,3,3645.0,405,0,0,466,3369
166,2014-02-12,3,5363.0,808,0,0,593,5365
167,2014-02-12,3,7976.0,1064,0,0,657,7018
168,2014-02-12,3,6168.0,677,0,0,402,4876
169,2014-02-12,3,5561.0,646,0,0,1228,6682
170,2014-02-12,3,3790.0,480,0,0,383,4526
171,2014-02-12,3,6243.0,728,0,0,266,4970
172,2014-02-12,3,5823.0,757,0,0,438,5137
173,2014-02-12,3,7308.0,1001,0,0,490,6333
174,2014-02-12,3,5050.0,436,0,0,765,5005
175,2014-02-12,3,4328.0,589,0,0,617,4618
176,2014-02-12,3,4588.0,609,0,0,295,2755
177,2014-02-12,3,3499.0,473,0,0,16,2295
178,2014-02-12,3,7441.0,759,0,0,432,3667
179,2014-02-12,3,6260.0,889,0,0,840,5547
180,2014-02-12,3,5763.0,748,0,0,834,5979
181,2014-02-12,3,4822.0,578,0,0,835,5274
182,2014-02-12,3,4124.0,344,0,0,841,4145
183,2014-02-12,3,3693.0,526,0,0,702,4983
184,2014-02-12,3,5464.0,533,0,0,352,4646
185,2014-02-12,3,4256.0,396,0,0,1576,8174
186,2014-02-12,3,2450.0,289,0,0,420,3537
187,2014-02-12,3,5009.0,678,0,0,389,3804
188,2014-02-12,3,3498.0,341,0,0,947,5636
189,2014-02-12,3,6568.0,748,0,0,505,6426
190,2014-02-12,3,6487.0,630,0,0,746,6122
191,2014-02-12,3,4860.0,584,0,0,439,4838
192,2014-02-12,3,5591.0,444,0,0,459,5003
193,2014-02-12,3,3943.0,698,0,0,738,4541
194,2014-02-12,3,3685.0,351,0,0,467,3896
195,2014-02-12,3,8233.0,1162,0,0,882,8428
196,2014-02-12,3,4801.0,692,0,0,408,4932
197,2014-02-12,3,5526.0,785,0,0,336,4613
198,2014-02-12,3,1801.0,249,0,0,187,1553
199,2014-02-12,3,5744.0,487,0,0,567,5786
200,2014-02-12,3,6983.0,973,0,0,1237,6783
201,2014-02-12,3,3610.0,338,0,0,550,4874
202,2014-02-12,3,4550.0,433,0,0,847,5318
203,2014-02-12,3,5908.0,910,0,0,449,3324
204,2014-02-12,3,4749.0,498,0,0,847,5690
205,2014-02-12,3,4831.0,739,0,0,345,3496
206,2014-02-12,3,6401.0,794,0,0,1181,7205
207,2014-02-12,3,9071.0,1243,0,0,769,9164
208,2014-02-12,3,2006.0,322,0,0,480,2313
209,2014-02-12,3,4022.0,475,0,0,477,4367
210,2014-02-12,3,2396.0,257,0,0,381,3431
211,2014-02-12,3,10617.0,1382,0,0,1899,11819
212,2014-02-12,3,4062.0,493,0,0,372,4578
213,2014-02-12,3,6006.0,587,0,0,385,4463
214,2014-02-12,3,6457.0,548,0,0,440,4060
215,2014-02-12,3,3898.0,319,0,0,527,3879
216,2014-02-12,3,4847.0,751,0,0,710,5156
217,2014-02-12,3,4340.0,614,0,0,545,3694
218,2014-02-12,3,4819.0,743,0,0,446,4430
219,2014-02-12,3,2452.0,373,0,0,475,2382
220,2014-02-12,3,4027.0,605,0,0,263,3717
221,2014-02-12,3,4293.0,479,0,0,541,4916
222,2014-02-12,3,4304.0,532,0,0,648,4373
223,2014-02-12,3,5838.0,678,0,0,354,5395
224,2014-02-12,3,4434.0,368,0,0,425,4748
225,2014-02-12,3,4367.0,468,0,0,946,5435
226,2014-02-12,3,5117.0,600,0,0,930,6061
227,2014-02-12,3,4943.0,503,0,0,394,5525
228,2014-02-12,3,5893.0,523,0,0,694,6095
229,2014-02-12,3,6271.0,596,0,0,500,5373
230,2014-02-12,3,5696.0,833,0,0,826,6018
231,2014-02-12,3,3583.0,318,0,0,692,4173
232,2014-02-12,3,2581.0,260,0,0,539,2127
233,2014-02-12,3,8269.0,994,0,0,624,6984
234,2014-02-12,3,8298.0,840,0,0,1045,5884
235,2014-02-12,3,4159.0,436,0,0,422,5198
236,2014-02-12,3,6015.0,805,0,0,473,5327
237,2014-02-12,3,3990.0,544,0,0,394,3214
238,2014-02-12,3,6142.0,1021,0,0,776,6800
239,2014-02-12,3,3357.0,358,0,0,600,4593
240,2014-02-12,3,4381.0,448,0,0,469,3044
241,2014-02-12,3,5293.0,619,0,0,759,5261
242,2014-02-12,3,2584.0,254,0,0,370,3339
243,2014-02-12,3,5012.0,753,0,0,1111,6829
244,2014-02-12,3,3419.0,442,0,0,772,4095
245,2014-02-12,3,8324.0,1047,0,0,681,6761
246,2014-02-12,3,5439.0,810,0,0,898,5658
247,2014-02-12,3,6251.0,547,0,0,607,7043
248,2014-02-12,3,6655.0,997,0,0,448,5749
249,2014-02-12,3,3742.0,448,0,0,887,4085
250,2014-02-12,3,6804.0,557,0,0,886,7699
251,2014-02-12,3,16607.0,2239,0,0,718,10560
252,2014-02-12,3,7086.0,641,0,0,496,4520
253,2014-02-12,3,4539.0,623,0,0,550,4955
254,2014-02-12,3,2173.0,208,0,0,826,2428
255,2014-02-12,3,4366.0,547,0,0,511,4766
256,2014-02-12,3,7588.0,1208,0,0,685,7165
257,2014-02-12,3,4039.0,566,0,0,1037,6188
258,2014-02-12,3,4795.0,453,0,0,941,5468
259,2014-02-12,3,11310.0,2402,0,0,636,7253
260,2014-02-12,3,5660.0,828,0,0,577,4625
261,2014-02-12,3,9251.0,812,0,0,436,5034
262,2014-02-12,3,15520.0,2795,0,0,456,6676
263,2014-02-12,3,2738.0,311,0,0,437,2927
264,2014-02-12,3,5806.0,879,0,0,383,5027
265,2014-02-12,3,4191.0,533,0,0,803,4700
266,2014-02-12,3,3151.0,480,0,0,401,2684
267,2014-02-12,3,5911.0,800,0,0,394,4400
268,2014-02-12,3,4026.0,577,0,0,487,4474
269,2014-02-12,3,7308.0,1110,0,0,537,5371
270,2014-02-12,3,8012.0,1078,0,0,1043,7386
271,2014-02-12,3,6393.0,716,0,0,669,7731
272,2014-02-12,3,4399.0,563,0,0,931,6645
273,2014-02-12,3,4586.0,569,0,0,706,4717
274,2014-02-12,3,3146.0,886,0,0,664,3334
275,2014-02-12,3,6007.0,664,0,0,-493,2072
276,2014-02-12,3,3583.0,485,0,0,171,2114
277,2014-02-12,3,5373.0,458,0,0,613,4757
278,2014-02-12,3,5579.0,758,0,0,674,5351
279,2014-02-12,3,6348.0,528,0,0,820,6506
280,2014-02-12,3,4454.0,434,0,0,405,3509
281,2014-02-12,3,4410.0,446,0,0,649,5369
282,2014-02-12,3,3883.0,643,0,0,924,5275
283,2014-02-12,3,5316.0,618,0,0,359,3997
284,2014-02-12,3,3372.0,340,0,0,1169,5327
285,2014-02-12,3,4387.0,405,0,0,235,1744
286,2014-02-12,3,3856.0,390,0,0,493,4493
287,2014-02-12,3,6489.0,671,0,0,705,6502
288,2014-02-12,3,4233.0,335,0,0,906,5674
289,2014-02-12,3,5044.0,512,0,0,285,3993
290,2014-02-12,3,4652.0,577,0,0,994,7020
291,2014-02-12,3,6807.0,776,0,0,778,5204
292,2014-02-12,3,4759.0,670,0,0,718,4032
293,2014-02-12,3,5125.0,741,0,0,712,4655
294,2014-02-12,3,5602.0,805,0,0,255,2973
295,2014-02-12,3,4183.0,581,0,0,433,4743
296,2014-02-12,3,5824.0,766,0,0,507,5082
297,2014-02-12,3,5827.0,680,0,0,808,5220
298,2014-02-12,3,6112.0,519,0,0,847,6067
299,2014-02-12,3,4269.0,470,0,0,845,4947
300,2014-02-12,3,5526.0,782,0,0,2353,6624
301,2014-02-12,3,5089.0,592,0,0,677,4362
302,2014-02-12,3,2124.0,239,0,0,882,2592
303,2014-02-12,3,5165.0,619,0,0,672,5069
304,2014-02-12,3,6098.0,1048,0,0,324,3613
305,2014-02-12,3,3650.0,412,0,0,895,6106
306,2014-02-12,3,3984.0,453,0,0,671,3946
307,2014-02-12,3,2113.0,259,0,0,743,3279
308,2014-02-12,3,7871.0,848,0,0,452,4874
309,2014-02-12,3,4864.0,482,0,0,507,5621
310,2014-02-12,3,7061.0,650,0,0,591,6217
311,2014-02-12,3,5711.0,834,0,0,521,6555
312,2014-02-12,3,4016.0,453,0,0,589,5051
313,2014-02-12,3,5056.0,582,0,0,850,4943
314,2014-02-12,3,4105.0,521,0,0,797,4515
315,2014-02-12,3,3552.0,439,0,0,716,4769
316,2014-02-12,3,6918.0,706,0,0,1011,9090
317,2014-02-12,3,3764.0,451,0,0,1019,5730
318,2014-02-12,3,5491.0,575,0,0,731,5818
319,2014-02-12,3,6881.0,800,0,0,618,5773
320,2014-02-12,3,12334.0,1908,0,0,561,5194
321,2014-02-12,3,4141.0,485,0,0,300,2978
322,2014-02-12,3,3567.0,451,0,0,906,6076
323,2014-02-12,3,6478.0,567,0,0,869,3774
324,2014-02-12,3,4441.0,644,0,0,422,3825
325,2014-02-12,3,4846.0,585,0,0,424,4976
326,2014-02-12,3,3420.0,308,0,0,347,3550
327,2014-02-12,3,5757.0,804,0,0,929,7328
328,2014-02-12,3,4044.0,513,0,0,324,2344
329,2014-02-12,3,5256.0,551,0,0,2742,5855
330,2014-02-12,3,2875.0,361,0,0,393,5236
331,2014-02-12,3,5977.0,836,0,0,838,4389
332,2014-02-12,3,3620.0,544,0,0,477,4029
333,2014-02-12,3,8109.0,1196,0,0,689,7833
334,2014-02-12,3,4491.0,519,0,0,1007,5412
335,2014-02-12,3,13033.0,2661,0,0,752,9189
336,2014-02-12,3,10991.0,1756,0,0,421,4308
337,2014-02-12,3,4083.0,333,0,0,709,4340
338,2014-02-12,3,5607.0,553,0,0,1114,7316
339,2014-02-12,3,4314.0,630,0,0,820,3943
340,2014-02-12,3,5290.0,678,0,0,1336,6598
341,2014-02-12,3,4465.0,689,0,0,663,4290
342,2014-02-12,3,8374.0,704,0,0,711,7456
343,2014-02-12,3,5330.0,577,0,0,1622,5924
344,2014-02-12,3,6016.0,957,0,0,515,5727
345,2014-02-12,3,3819.0,428,0,0,863,5101
346,2014-02-12,3,5771.0,601,0,0,432,4655
347,2014-02-12,3,3120.0,296,0,0,1762,5096
348,2014-02-12,3,6492.0,609,0,0,575,6588
349,2014-02-12,3,6792.0,774,0,0,553,6031
350,2014-02-12,3,4566.0,372,0,0,426,5647
351,2014-02-12,3,4496.0,427,0,0,758,4784
352,2014-02-12,3,5325.0,550,0,0,878,6005
353,2014-02-12,3,5222.0,1430,0,0,783,5670
354,2014-02-12,3,6219.0,586,0,0,1359,7837
355,2014-02-12,3,7815.0,1059,0,0,637,6619
356,2014-02-12,3,4471.0,384,0,0,392,3974
357,2014-02-12,3,5710.0,905,0,0,606,5879
358,2014-02-12,3,8146.0,983,0,0,281,3537
359,2014-02-12,3,5294.0,517,0,0,897,5644
360,2014-02-12,3,5330.0,710,0,0,1392,7604
361,2014-02-12,3,4701.0,543,0,0,569,4653
362,2014-02-12,3,7073.0,1060,0,0,176,2801
363,2014-02-12,3,5758.0,848,0,0,754,4872
364,2014-02-12,3,3724.0,515,0,0,520,3748
365,2014-02-12,3,4006.0,518,0,0,520,4793
366,2014-02-12,3,5587.0,622,0,0,588,5040
367,2014-02-12,3,3551.0,437,0,0,444,5403
368,2014-02-12,3,6536.0,574,0,0,434,4219
369,2014-02-12,3,5649.0,493,0,0,751,5599
370,2014-02-12,3,5326.0,484,0,0,672,5377
371,2014-02-12,3,4670.0,455,0,0,1315,7866
372,2014-02-12,3,6659.0,680,0,0,1357,8193
373,2014-02-12,3,3678.0,287,0,0,789,5426
374,2014-02-12,3,6650.0,845,0,0,676,5775
375,2014-02-12,3,7473.0,688,0,0,629,6922
376,2014-02-12,3,6235.0,846,0,0,478,5537
377,2014-02-12,3,5694.0,833,0,0,812,5722
378,2014-02-12,3,5156.0,914,0,0,493,5759
379,2014-02-12,3,3187.0,460,0,0,860,4404
380,2014-02-12,3,11684.0,1268,0,0,593,5535
381,2014-02-12,3,7505.0,931,0,0,618,6169
382,2014-02-12,3,5676.0,517,0,0,553,6000
383,2014-02-12,3,14310.0,2008,0,0,597,8742
384,2014-02-12,3,7108.0,914,0,0,559,6314
385,2014-02-12,3,5138.0,509,0,0,431,5203
386,2014-02-12,3,7162.0,629,0,0,567,5610
387,2014-02-12,3,6672.0,1020,0,0,814,6460
388,2014-02-12,3,8120.0,984,0,0,748,8289
389,2014-02-12,3,8261.0,1188,0,0,587,5688
391,2014-02-12,3,4884.0,627,0,0,595,4599
392,2014-02-12,3,5766.0,631,0,0,291,3647
393,2014-02-12,3,5075.0,523,0,0,901,5594
394,2014-02-12,3,6300.0,562,0,0,405,5371
395,2014-02-12,3,2994.0,461,0,0,1021,3603
396,2014-02-12,3,8158.0,991,0,0,406,3533
397,2014-02-12,3,4555.0,684,0,0,682,4927
398,2014-02-12,3,3795.0,491,0,0,326,4244
399,2014-02-12,3,4349.0,504,0,0,1042,5192
400,2014-02-12,3,7323.0,1094,0,0,621,6078
401,2014-02-12,3,5790.0,649,0,0,617,5321
402,2014-02-12,3,4259.0,489,0,0,640,4729
403,2014-02-12,3,5965.0,670,0,0,1157,6664
404,2014-02-12,3,4756.0,609,0,0,1971,5730
405,2014-02-12,3,2913.0,367,0,0,305,2849
406,2014-02-12,3,4868.0,389,0,0,305,3320
407,2014-02-12,3,2673.0,242,0,0,484,3048
408,2014-02-12,3,3279.0,368,0,0,458,4635
409,2014-02-12,3,3658.0,431,0,0,574,4793
410,2014-02-12,3,4916.0,734,0,0,542,5223
411,2014-02-12,3,7003.0,575,0,0,1261,8129
412,2014-02-12,3,6627.0,506,0,0,952,7026
413,2014-02-12,3,5715.0,812,0,0,863,5524
414,2014-02-12,3,4685.0,410,0,0,520,4932
415,2014-02-12,3,4649.0,439,0,0,468,5291
416,2014-02-12,3,8324.0,1245,0,0,760,7980
417,2014-02-12,3,6546.0,764,0,0,347,3900
418,2014-02-12,3,4426.0,524,0,0,341,3792
419,2014-02-12,3,4246.0,752,0,0,736,3797
420,2014-02-12,3,3378.0,358,0,0,423,3231
421,2014-02-12,3,6581.0,754,0,0,228,2729
422,2014-02-12,3,3850.0,436,0,0,556,2813
423,2014-02-12,3,7723.0,1566,0,0,584,7026
424,2014-02-12,3,5415.0,673,0,0,673,5743
425,2014-02-12,3,3090.0,411,0,0,1056,3380
426,2014-02-12,3,4195.0,628,0,0,473,3467
427,2014-02-12,3,5205.0,650,0,0,1056,6379
428,2014-02-12,3,4573.0,392,0,0,251,4072
429,2014-02-12,3,3624.0,324,0,0,730,4718
430,2014-02-12,3,6733.0,592,0,0,322,4135
431,2014-02-12,3,7089.0,852,0,0,289,3855
432,2014-02-12,3,9393.0,1466,0,0,563,6523
433,2014-02-12,3,4576.0,544,0,0,527,3676
434,2014-02-12,3,7085.0,595,0,0,596,7263
435,2014-02-12,3,3190.0,413,0,0,696,3333
436,2014-02-12,3,4416.0,555,0,0,1475,5990
437,2014-02-12,3,4734.0,502,0,0,391,4585
438,2014-02-12,3,4160.0,472,0,0,516,4075
439,2014-02-12,3,5457.0,742,0,0,399,3973
440,2014-02-12,3,4114.0,569,0,0,662,4341
441,2014-02-12,3,4111.0,554,0,0,315,3107
442,2014-02-12,3,2900.0,398,0,0,215,2253
443,2014-02-12,3,4467.0,434,0,0,702,5128
444,2014-02-12,3,8766.0,1057,0,0,899,8822
445,2014-02-12,3,6374.0,1080,0,0,571,5608
446,2014-02-12,3,4305.0,622,0,0,896,5871
447,2014-02-12,3,4556.0,565,0,0,275,2447
448,2014-02-12,3,7425.0,736,0,0,800,6442
449,2014-02-12,3,9140.0,1419,0,0,470,4979
450,2014-02-12,3,5562.0,790,0,0,726,7941
451,2014-02-12,3,4391.0,407,0,0,396,4528
452,2014-02-12,3,3631.0,398,0,0,454,3959
453,2014-02-12,3,5964.0,764,0,0,1132,6026
454,2014-02-12,3,5338.0,735,0,0,779,5354
455,2014-02-12,3,6116.0,405,0,0,788,5384
456,2014-02-12,3,4907.0,832,0,0,1228,5655
457,2014-02-12,3,3855.0,377,0,0,1213,6094
458,2014-02-12,3,5616.0,578,0,0,312,3284
459,2014-02-12,3,7087.0,1041,0,0,554,5531
460,2014-02-12,3,2838.0,277,0,0,1049,5372
461,2014-02-12,3,3435.0,394,0,0,1035,5132
462,2014-02-12,3,4158.0,592,0,0,473,3996
463,2014-02-12,3,5175.0,887,0,0,532,5481
464,2014-02-12,3,8017.0,1044,0,0,604,6496
465,2014-02-12,3,5123.0,478,0,0,437,5237
466,2014-02-12,3,6213.0,728,0,0,964,6263
467,2014-02-12,3,11040.0,1483,0,0,1238,9425
468,2014-02-12,3,4818.0,617,0,0,395,4933
469,2014-02-12,3,8731.0,1232,0,0,349,5606
470,2014-02-12,3,9561.0,1431,0,0,409,4399
471,2014-02-12,3,6140.0,518,0,0,375,5350
472,2014-02-12,3,4240.0,638,0,0,461,4304
473,2014-02-12,3,2698.0,412,0,0,849,4387
474,2014-02-12,3,6614.0,719,0,0,1209,6161
475,2014-02-12,3,4704.0,772,0,0,446,4599
476,2014-02-12,3,4870.0,630,0,0,1101,5908
477,2014-02-12,3,4212.0,310,0,0,1276,7016
478,2014-02-12,3,5373.0,643,0,0,305,3537
479,2014-02-12,3,9155.0,1135,0,0,529,5885
480,2014-02-12,3,4848.0,659,0,0,520,3943
481,2014-02-12,3,3874.0,409,0,0,485,2956
482,2014-02-12,3,5897.0,736,0,0,524,5328
483,2014-02-12,3,3853.0,587,0,0,532,3934
484,2014-02-12,3,5135.0,569,0,0,517,3597
485,2014-02-12,3,3589.0,343,0,0,909,5608
486,2014-02-12,3,3454.0,448,0,0,514,3370
487,2014-02-12,3,4812.0,544,0,0,411,5188
488,2014-02-12,3,2716.0,346,0,0,1483,3697
489,2014-02-12,3,5744.0,598,0,0,1709,6705
490,2014-02-12,3,6918.0,986,0,0,609,6534
491,2014-02-12,3,4359.0,432,0,0,1645,6499
492,2014-02-12,3,6035.0,971,0,0,886,5959
493,2014-02-12,3,5469.0,684,0,0,727,6903
494,2014-02-12,3,6103.0,973,0,0,370,4633
495,2014-02-12,3,3187.0,297,0,0,771,7106
496,2014-02-12,3,5761.0,706,0,0,725,6405
497,2014-02-12,3,8155.0,1087,0,0,572,6979
498,2014-02-12,3,5845.0,797,0,0,403,4230
499,2014-02-12,3,3855.0,627,0,0,502,4261
500,2014-02-12,3,3901.0,319,0,0,346,3811
501,2014-02-12,3,4398.0,594,0,0,960,5199
502,2014-02-12,3,8459.0,1338,0,0,369,2648
503,2014-02-12,3,3964.0,334,0,0,708,5123
504,2014-02-12,3,5232.0,839,0,0,314,3515
505,2014-02-12,3,4032.0,555,0,0,797,5134
506,2014-02-12,3,6459.0,850,0,0,405,5980
507,2014-02-12,3,5566.0,525,0,0,748,5762
508,2014-02-12,3,5326.0,641,0,0,508,4645
509,2014-02-12,3,5044.0,518,0,0,495,4068
510,2014-02-12,3,7154.0,857,0,0,999,7173
511,2014-02-12,3,5015.0,789,0,0,1319,5724
512,2014-02-12,3,4610.0,1237,0,0,1116,5567
513,2014-02-12,3,14876.0,1834,0,0,1763,15092
